Index,Model,Region,Scenario,Season,Sigma,Value,Year
R10mm,1,11,rcp85,SON,1,0.394318580627,2031
R10mm,1,11,rcp85,SON,1,0.46046257019,2042
R10mm,1,11,rcp85,SON,1,0.0305242538452,2049
R10mm,1,11,rcp85,SON,1,0.00528430938721,2050
R10mm,1,11,rcp85,SON,1,0.984396934509,2051
R10mm,1,11,rcp85,SON,1,2.37343120575,2059
R10mm,1,11,rcp85,SON,1,0.304675102234,2073
R10mm,1,11,rcp85,SON,1,0.530088424683,2074
R10mm,1,11,rcp85,SON,1,0.111463546753,2083
R10mm,1,11,rcp85,SON,1,0.906067848206,2094
R10mm,1,11,rcp85,SON,2,1.0464630127,1974
R10mm,OBS Safran,15,rcp85,SON,1,1.1634209156,1994
R10mm,OBS Safran,15,rcp85,SON,1,2.19643044472,1999
R10mm,OBS Safran,15,rcp85,SON,1,4.29740166664,2000
R10mm,OBS Safran,15,rcp85,SON,1,1.47992539406,2002
R10mm,OBS Safran,15,rcp85,SON,1,0.683809518814,2012
R10mm,OBS Safran,15,rcp85,SON,2,1.37036371231,2000
R10mm,1,15,rcp85,SON,1,1.43914914131,1973
R10mm,1,15,rcp85,SON,1,0.637207269669,1974
R10mm,1,15,rcp85,SON,1,0.019731760025,1999
R10mm,1,15,rcp85,SON,1,0.928468942642,2014
R10mm,1,15,rcp85,SON,1,1.23720669746,2071
R10mm,1,15,rcp85,SON,1,1.37895512581,2075
R10mm,1,15,rcp85,SON,1,1.57118725777,2077
R10mm,1,15,rcp85,SON,1,1.14011979103,2095
R10mm,OBS Safran,17,rcp85,SON,1,1.04120254517,1974
R10mm,OBS Safran,17,rcp85,SON,1,0.626308917999,1975
R10mm,OBS Safran,17,rcp85,SON,1,0.982691764832,1981
R10mm,OBS Safran,17,rcp85,SON,1,1.647585392,1984
R10mm,OBS Safran,17,rcp85,SON,1,0.791202545166,1993
R10mm,OBS Safran,17,rcp85,SON,1,1.40290498734,1998
R10mm,OBS Safran,17,rcp85,SON,1,1.31779813766,2000
R10mm,OBS Safran,17,rcp85,SON,1,0.450777053833,2001
R10mm,OBS Safran,17,rcp85,SON,1,0.00928735733032,2002
R10mm,1,17,rcp85,SON,1,1.01460647583,1973
R10mm,1,17,rcp85,SON,1,0.227372646332,2009
R10mm,1,17,rcp85,SON,1,0.317798137665,2022
R10mm,1,17,rcp85,SON,1,0.562479019165,2037
R10mm,1,17,rcp85,SON,1,0.1209897995,2045
R10mm,1,17,rcp85,SON,1,1.11035108566,2068
R10mm,1,17,rcp85,SON,1,0.062479019165,2069
R10mm,1,17,rcp85,SON,1,0.126308917999,2071
R10mm,1,17,rcp85,SON,1,0.982691764832,2075
R10mm,1,17,rcp85,SON,1,3.03056383133,2076
R10mm,1,17,rcp85,SON,1,3.43481969833,2077
R10mm,1,17,rcp85,SON,1,1.30184030533,2090
R10mm,1,17,rcp85,SON,1,0.812479019165,2095
R10mm,1,17,rcp85,SON,2,0.820116043091,2076
R10mm,1,17,rcp85,SON,2,1.2243719101,2077
R10mm,OBS Safran,2,rcp85,SON,1,0.371449232101,1974
R10mm,OBS Safran,2,rcp85,SON,1,0.926754713058,1976
R10mm,OBS Safran,2,rcp85,SON,1,0.467010259628,1982
R10mm,OBS Safran,2,rcp85,SON,1,1.20816874504,1984
R10mm,OBS Safran,2,rcp85,SON,1,0.370696783066,1992
R10mm,OBS Safran,2,rcp85,SON,1,0.560312986374,1994
R10mm,OBS Safran,2,rcp85,SON,1,3.47227740288,2000
R10mm,1,2,rcp85,SON,1,0.733376264572,1973
R10mm,1,2,rcp85,SON,1,5.20139670372,1974
R10mm,1,2,rcp85,SON,1,1.23299956322,1990
R10mm,1,2,rcp85,SON,1,0.862796545029,2014
R10mm,1,2,rcp85,SON,1,0.824421644211,2031
R10mm,1,2,rcp85,SON,1,0.278146505356,2037
R10mm,1,2,rcp85,SON,1,0.07950091362,2043
R10mm,1,2,rcp85,SON,1,0.187852621078,2068
R10mm,1,2,rcp85,SON,1,0.0576798915863,2071
R10mm,1,2,rcp85,SON,1,1.19688200951,2076
R10mm,1,2,rcp85,SON,2,1.6040596962,1974
R10mm,OBS Safran,6,rcp85,SON,1,0.367305755615,1975
R10mm,OBS Safran,6,rcp85,SON,1,3.01608562469,1984
R10mm,OBS Safran,6,rcp85,SON,1,0.420964241028,1999
R10mm,OBS Safran,6,rcp85,SON,1,0.655110359192,2000
R10mm,OBS Safran,6,rcp85,SON,1,0.00958204269409,2002
R10mm,OBS Safran,6,rcp85,SON,1,0.424216270447,2012
R10mm,OBS Safran,6,rcp85,SON,2,0.850505828857,1984
R10mm,1,6,rcp85,SON,1,1.40633010864,1973
R10mm,1,6,rcp85,SON,1,1.08763122559,1974
R10mm,1,6,rcp85,SON,1,0.442102432251,1996
R10mm,1,6,rcp85,SON,1,0.565679550171,2009
R10mm,1,6,rcp85,SON,1,1.28112697601,2014
R10mm,1,6,rcp85,SON,1,0.796573638916,2037
R10mm,1,6,rcp85,SON,1,0.190069675446,2043
R10mm,1,6,rcp85,SON,1,0.869744300842,2045
R10mm,1,6,rcp85,SON,1,2.27787494659,2068
R10mm,1,6,rcp85,SON,1,3.28763103485,2071
R10mm,1,6,rcp85,SON,1,0.570557594299,2075
R10mm,1,6,rcp85,SON,1,2.55104541779,2076
R10mm,1,6,rcp85,SON,1,0.497386932373,2080
R10mm,1,6,rcp85,SON,1,0.331533432007,2083
R10mm,1,6,rcp85,SON,1,0.489256858826,2095
R10mm,1,6,rcp85,SON,2,0.112295150757,2068
R10mm,1,6,rcp85,SON,2,1.12205123901,2071
R10mm,1,6,rcp85,SON,2,0.385465621948,2076
R10mm,OBS Safran,5,rcp85,SON,1,0.962829113007,1974
R10mm,OBS Safran,5,rcp85,SON,1,1.29616212845,1976
R10mm,OBS Safran,5,rcp85,SON,1,2.10634756088,1982
R10mm,OBS Safran,5,rcp85,SON,1,1.37718057632,1993
R10mm,OBS Safran,5,rcp85,SON,1,2.71514368057,2000
R10mm,OBS Safran,5,rcp85,SON,1,1.46977376938,2002
R10mm,OBS Safran,5,rcp85,SON,1,1.05542135239,2010
R10mm,1,5,rcp85,SON,1,0.0396637916565,1973
R10mm,1,5,rcp85,SON,1,0.0257430076599,1994
R10mm,1,5,rcp85,SON,1,0.803004741669,2031
R10mm,1,5,rcp85,SON,1,0.280963420868,2068
R10mm,1,5,rcp85,SON,1,0.376090526581,2072
R10mm,1,5,rcp85,SON,1,1.82620668411,2075
R10mm,1,5,rcp85,SON,1,2.81692552567,2077
R10mm,1,5,rcp85,SON,1,1.22991895676,2095
R10mm,OBS Safran,16,rcp85,SON,1,2.50736141205,1976
R10mm,OBS Safran,16,rcp85,SON,1,0.0154256820679,1979
R10mm,OBS Safran,16,rcp85,SON,1,3.08800697327,1994
R10mm,OBS Safran,16,rcp85,SON,1,1.79969978333,2000
R10mm,OBS Safran,16,rcp85,SON,1,1.30171585083,2002
R10mm,1,16,rcp85,SON,1,1.90252304077,1974
R10mm,1,16,rcp85,SON,1,2.27348995209,1977
R10mm,1,16,rcp85,SON,1,4.82994270325,1978
R10mm,1,16,rcp85,SON,1,1.23518371582,1980
R10mm,1,16,rcp85,SON,1,0.48518371582,1989
R10mm,1,16,rcp85,SON,1,0.704941749573,2003
R10mm,1,16,rcp85,SON,1,1.11421585083,2011
R10mm,1,16,rcp85,SON,1,0.0900230407715,2012
R10mm,1,16,rcp85,SON,1,1.37832927704,2016
R10mm,1,16,rcp85,SON,1,1.73316764832,2059
R10mm,1,16,rcp85,SON,1,0.688813209534,2061
R10mm,1,16,rcp85,SON,2,1.10649204254,1978
R10mm,OBS Safran,7,rcp85,SON,1,2.81328487396,1976
R10mm,OBS Safran,7,rcp85,SON,1,1.66434860229,1991
R10mm,OBS Safran,7,rcp85,SON,1,0.643072128296,1992
R10mm,OBS Safran,7,rcp85,SON,1,0.253001213074,1993
R10mm,OBS Safran,7,rcp85,SON,1,0.253001213074,1999
R10mm,OBS Safran,7,rcp85,SON,1,0.45158290863,2000
R10mm,OBS Safran,7,rcp85,SON,1,1.52959728241,2008
R10mm,1,7,rcp85,SON,1,0.444490432739,1974
R10mm,1,7,rcp85,SON,1,1.59342670441,1978
R10mm,1,7,rcp85,SON,1,3.34520053864,1980
R10mm,1,7,rcp85,SON,1,2.50832080841,1989
R10mm,1,7,rcp85,SON,1,0.401937484741,1996
R10mm,1,7,rcp85,SON,1,0.643072128296,2011
R10mm,1,7,rcp85,SON,1,2.41612148285,2024
R10mm,1,7,rcp85,SON,1,0.174986839294,2030
R10mm,1,7,rcp85,SON,1,0.487044334412,2051
R10mm,1,7,rcp85,SON,1,0.52959728241,2061
R10mm,1,7,rcp85,SON,1,0.352292060852,2071
R10mm,1,7,rcp85,SON,1,2.74236392975,2076
R10mm,1,7,rcp85,SON,1,0.912575721741,2087
R10mm,OBS Safran,13,rcp85,SON,1,5.14470696449,1974
R10mm,OBS Safran,13,rcp85,SON,1,0.285022974014,1975
R10mm,OBS Safran,13,rcp85,SON,1,1.02612996101,1981
R10mm,OBS Safran,13,rcp85,SON,1,0.486603975296,1984
R10mm,OBS Safran,13,rcp85,SON,1,0.344311952591,1987
R10mm,OBS Safran,13,rcp85,SON,1,0.921386957169,1998
R10mm,OBS Safran,13,rcp85,SON,1,3.45300793648,2000
R10mm,OBS Safran,13,rcp85,SON,1,0.41348195076,2001
R10mm,OBS Safran,13,rcp85,SON,2,2.72774076462,1974
R10mm,OBS Safran,13,rcp85,SON,2,1.0360417366,2000
R10mm,1,13,rcp85,SON,1,0.702018976212,1973
R10mm,1,13,rcp85,SON,1,0.286999940872,1987
R10mm,1,13,rcp85,SON,1,1.05577397346,1994
R10mm,1,13,rcp85,SON,1,0.992532968521,2008
R10mm,1,13,rcp85,SON,1,1.41545796394,2009
R10mm,1,13,rcp85,SON,1,0.055773973465,2017
R10mm,1,13,rcp85,SON,1,0.980675935745,2019
R10mm,1,13,rcp85,SON,1,2.55379796028,2037
R10mm,1,13,rcp85,SON,1,0.423362970352,2044
R10mm,1,13,rcp85,SON,1,0.761307954788,2055
R10mm,1,13,rcp85,SON,1,1.07158493996,2056
R10mm,1,13,rcp85,SON,1,0.239568948746,2066
R10mm,1,13,rcp85,SON,1,1.52020096779,2068
R10mm,1,13,rcp85,SON,1,1.19016194344,2069
R10mm,1,13,rcp85,SON,1,3.83245396614,2075
R10mm,1,13,rcp85,SON,1,1.0281059742,2076
R10mm,1,13,rcp85,SON,1,1.83245396614,2077
R10mm,1,13,rcp85,SON,1,1.53403496742,2080
R10mm,1,13,rcp85,SON,1,0.281070947647,2089
R10mm,1,13,rcp85,SON,1,3.26130795479,2090
R10mm,1,13,rcp85,SON,1,1.00241494179,2095
R10mm,1,13,rcp85,SON,2,0.136831760406,2037
R10mm,1,13,rcp85,SON,2,1.41548776627,2075
R10mm,1,13,rcp85,SON,2,0.844341754913,2090
R20mm,OBS Safran,4,rcp85,DJF,1,0.445757448673,1977
R20mm,OBS Safran,4,rcp85,DJF,1,0.467090904713,1983
R20mm,OBS Safran,4,rcp85,DJF,1,0.741757452488,1990
R20mm,OBS Safran,4,rcp85,DJF,1,0.876424133778,1995
R20mm,OBS Safran,4,rcp85,DJF,1,0.0284240841866,2004
R20mm,OBS Safran,4,rcp85,DJF,2,0.0424114465714,1995
R20mm,1,4,rcp85,DJF,1,1.93642407656,1984
R20mm,1,4,rcp85,DJF,1,1.4537575841,1988
R20mm,1,4,rcp85,DJF,1,1.17775756121,1995
R20mm,1,4,rcp85,DJF,1,0.161757528782,1996
R20mm,1,4,rcp85,DJF,1,1.60842400789,1998
R20mm,1,4,rcp85,DJF,1,1.879091084,2001
R20mm,1,4,rcp85,DJF,1,0.0124242901802,2003
R20mm,1,4,rcp85,DJF,1,1.71775752306,2014
R20mm,1,4,rcp85,DJF,1,0.456424295902,2019
R20mm,1,4,rcp85,DJF,1,0.40575748682,2021
R20mm,1,4,rcp85,DJF,1,0.0964241623878,2022
R20mm,1,4,rcp85,DJF,1,0.42709094286,2026
R20mm,1,4,rcp85,DJF,1,0.692424118519,2027
R20mm,1,4,rcp85,DJF,1,0.123090803623,2031
R20mm,1,4,rcp85,DJF,1,1.25642424822,2034
R20mm,1,4,rcp85,DJF,1,0.220424234867,2035
R20mm,1,4,rcp85,DJF,1,0.423090755939,2039
R20mm,1,4,rcp85,DJF,1,1.99109107256,2043
R20mm,1,4,rcp85,DJF,1,0.0830908417702,2046
R20mm,1,4,rcp85,DJF,1,0.0817576050758,2047
R20mm,1,4,rcp85,DJF,1,0.683090984821,2055
R20mm,1,4,rcp85,DJF,1,2.29642421007,2056
R20mm,1,4,rcp85,DJF,1,0.617757618427,2062
R20mm,1,4,rcp85,DJF,1,0.632424175739,2064
R20mm,1,4,rcp85,DJF,1,0.29242426157,2068
R20mm,1,4,rcp85,DJF,1,0.0217574238777,2069
R20mm,1,4,rcp85,DJF,1,1.41909080744,2070
R20mm,1,4,rcp85,DJF,1,0.435090839863,2074
R20mm,1,4,rcp85,DJF,1,0.0857575535774,2075
R20mm,1,4,rcp85,DJF,1,0.98042422533,2076
R20mm,1,4,rcp85,DJF,1,0.264424145222,2077
R20mm,1,4,rcp85,DJF,1,1.3124242425,2082
R20mm,1,4,rcp85,DJF,1,0.0510907769203,2083
R20mm,1,4,rcp85,DJF,1,1.60975772142,2085
R20mm,1,4,rcp85,DJF,1,0.539090931416,2090
R20mm,1,4,rcp85,DJF,1,0.575090944767,2091
R20mm,1,4,rcp85,DJF,1,0.344424307346,2093
R20mm,1,4,rcp85,DJF,1,1.38709098101,2094
R20mm,1,4,rcp85,DJF,1,0.227090895176,2095
R20mm,1,4,rcp85,DJF,1,0.0910909771919,2096
R20mm,1,4,rcp85,DJF,1,0.00842410326004,2097
R20mm,1,4,rcp85,DJF,1,0.411090910435,2098
R20mm,1,4,rcp85,DJF,1,0.952424108982,2099
R20mm,1,4,rcp85,DJF,1,1.35909086466,2100
R20mm,1,4,rcp85,DJF,2,1.10241138935,1984
R20mm,1,4,rcp85,DJF,2,0.619744896889,1988
R20mm,1,4,rcp85,DJF,2,0.343744874001,1995
R20mm,1,4,rcp85,DJF,2,0.774411320686,1998
R20mm,1,4,rcp85,DJF,2,1.0450783968,2001
R20mm,1,4,rcp85,DJF,2,0.883744835854,2014
R20mm,1,4,rcp85,DJF,2,0.422411561012,2034
R20mm,1,4,rcp85,DJF,2,1.15707838535,2043
R20mm,1,4,rcp85,DJF,2,1.46241152287,2056
R20mm,1,4,rcp85,DJF,2,0.585078120232,2070
R20mm,1,4,rcp85,DJF,2,0.146411538124,2076
R20mm,1,4,rcp85,DJF,2,0.47841155529,2082
R20mm,1,4,rcp85,DJF,2,0.775745034218,2085
R20mm,1,4,rcp85,DJF,2,0.5530782938,2094
R20mm,1,4,rcp85,DJF,2,0.118411421776,2099
R20mm,1,4,rcp85,DJF,2,0.525078177452,2100
R20mm,OBS Safran,14,rcp85,DJF,1,0.036591231823,1980
R20mm,OBS Safran,14,rcp85,DJF,1,0.711805045605,1990
R20mm,OBS Safran,14,rcp85,DJF,1,0.31223243475,1993
R20mm,OBS Safran,14,rcp85,DJF,1,1.4383007884,1995
R20mm,OBS Safran,14,rcp85,DJF,1,1.57077926397,2000
R20mm,OBS Safran,14,rcp85,DJF,2,0.516448020935,1995
R20mm,OBS Safran,14,rcp85,DJF,2,0.648926496506,2000
R20mm,1,14,rcp85,DJF,1,0.455394685268,1984
R20mm,1,14,rcp85,DJF,1,0.13060849905,1991
R20mm,1,14,rcp85,DJF,1,1.1199247241,1996
R20mm,1,14,rcp85,DJF,1,0.250266492367,2010
R20mm,1,14,rcp85,DJF,1,0.14556568861,2052
R20mm,1,14,rcp85,DJF,1,0.897702395916,2064
R20mm,1,14,rcp85,DJF,1,0.237446010113,2075
R20mm,1,14,rcp85,DJF,1,0.333599746227,2076
R20mm,1,14,rcp85,DJF,1,0.352830588818,2080
R20mm,1,14,rcp85,DJF,1,0.0109502673149,2082
R20mm,1,14,rcp85,DJF,1,0.0686425566673,2088
R20mm,1,14,rcp85,DJF,1,0.31223243475,2093
R20mm,1,14,rcp85,DJF,1,0.62633484602,2094
R20mm,1,14,rcp85,DJF,1,0.393428981304,2100
R20mm,1,14,rcp85,DJF,2,0.198071956635,1996
R20mm,OBS Safran,3,rcp85,DJF,1,0.914357662201,1977
R20mm,OBS Safran,3,rcp85,DJF,1,0.25577712059,1982
R20mm,OBS Safran,3,rcp85,DJF,1,0.00510334968567,1995
R20mm,OBS Safran,3,rcp85,DJF,1,0.498364925385,2004
R20mm,OBS Safran,3,rcp85,DJF,2,0.256791114807,1977
R20mm,1,3,rcp85,DJF,1,0.0273997783661,1976
R20mm,1,3,rcp85,DJF,1,1.13332438469,1977
R20mm,1,3,rcp85,DJF,1,0.651277780533,1978
R20mm,1,3,rcp85,DJF,1,0.829913377762,1979
R20mm,1,3,rcp85,DJF,1,0.995083808899,1980
R20mm,1,3,rcp85,DJF,1,0.427758932114,1981
R20mm,1,3,rcp85,DJF,1,1.35325264931,1983
R20mm,1,3,rcp85,DJF,1,3.23565840721,1984
R20mm,1,3,rcp85,DJF,1,0.704240083694,1986
R20mm,1,3,rcp85,DJF,1,0.469051599503,1987
R20mm,1,3,rcp85,DJF,1,2.16204953194,1988
R20mm,1,3,rcp85,DJF,1,1.38197803497,1989
R20mm,1,3,rcp85,DJF,1,0.347866535187,1990
R20mm,1,3,rcp85,DJF,1,0.91429400444,1991
R20mm,1,3,rcp85,DJF,1,0.18449139595,1993
R20mm,1,3,rcp85,DJF,1,0.340685367584,1994
R20mm,1,3,rcp85,DJF,1,2.37210345268,1995
R20mm,1,3,rcp85,DJF,1,0.90801024437,1996
R20mm,1,3,rcp85,DJF,1,2.49867463112,1998
R20mm,1,3,rcp85,DJF,1,0.308369398117,2000
R20mm,1,3,rcp85,DJF,1,2.72488617897,2001
R20mm,1,3,rcp85,DJF,1,1.0920317173,2002
R20mm,1,3,rcp85,DJF,1,0.761690616608,2003
R20mm,1,3,rcp85,DJF,1,1.67012882233,2004
R20mm,1,3,rcp85,DJF,1,0.111780405045,2006
R20mm,1,3,rcp85,DJF,1,1.59382724762,2007
R20mm,1,3,rcp85,DJF,1,2.05702280998,2008
R20mm,1,3,rcp85,DJF,1,1.0902364254,2011
R20mm,1,3,rcp85,DJF,1,0.164742708206,2012
R20mm,1,3,rcp85,DJF,1,2.4035217762,2014
R20mm,1,3,rcp85,DJF,1,1.40262436867,2015
R20mm,1,3,rcp85,DJF,1,2.13063168526,2016
R20mm,1,3,rcp85,DJF,1,0.45379114151,2018
R20mm,1,3,rcp85,DJF,1,2.579464674,2019
R20mm,1,3,rcp85,DJF,1,1.54984140396,2021
R20mm,1,3,rcp85,DJF,1,0.951995849609,2022
R20mm,1,3,rcp85,DJF,1,1.25450944901,2025
R20mm,1,3,rcp85,DJF,1,0.82003903389,2026
R20mm,1,3,rcp85,DJF,1,2.87030816078,2027
R20mm,1,3,rcp85,DJF,1,0.298495054245,2029
R20mm,1,3,rcp85,DJF,1,0.202444791794,2030
R20mm,1,3,rcp85,DJF,1,1.34158301353,2031
R20mm,1,3,rcp85,DJF,1,1.09562253952,2033
R20mm,1,3,rcp85,DJF,1,1.50136756897,2034
R20mm,1,3,rcp85,DJF,1,1.12614321709,2035
R20mm,1,3,rcp85,DJF,1,1.83889007568,2039
R20mm,1,3,rcp85,DJF,1,0.200649499893,2040
R20mm,1,3,rcp85,DJF,1,0.304778575897,2042
R20mm,1,3,rcp85,DJF,1,3.54714846611,2043
R20mm,1,3,rcp85,DJF,1,0.67820763588,2044
R20mm,1,3,rcp85,DJF,1,0.375694274902,2045
R20mm,1,3,rcp85,DJF,1,1.79400658607,2046
R20mm,1,3,rcp85,DJF,1,0.442121505737,2047
R20mm,1,3,rcp85,DJF,1,1.12255239487,2048
R20mm,1,3,rcp85,DJF,1,0.739248991013,2049
R20mm,1,3,rcp85,DJF,1,0.970846891403,2050
R20mm,1,3,rcp85,DJF,1,1.38736391068,2051
R20mm,1,3,rcp85,DJF,1,1.88646626472,2052
R20mm,1,3,rcp85,DJF,1,0.434042692184,2054
R20mm,1,3,rcp85,DJF,1,3.15845894814,2055
R20mm,1,3,rcp85,DJF,1,3.86492228508,2056
R20mm,1,3,rcp85,DJF,1,0.871206045151,2057
R20mm,1,3,rcp85,DJF,1,1.44660997391,2060
R20mm,1,3,rcp85,DJF,1,1.37659192085,2061
R20mm,1,3,rcp85,DJF,1,2.51842331886,2062
R20mm,1,3,rcp85,DJF,1,2.01932072639,2063
R20mm,1,3,rcp85,DJF,1,1.92147517204,2064
R20mm,1,3,rcp85,DJF,1,2.14589190483,2065
R20mm,1,3,rcp85,DJF,1,0.379284858704,2066
R20mm,1,3,rcp85,DJF,1,1.83170866966,2068
R20mm,1,3,rcp85,DJF,1,2.18628668785,2069
R20mm,1,3,rcp85,DJF,1,2.59472489357,2070
R20mm,1,3,rcp85,DJF,1,0.570487737656,2071
R20mm,1,3,rcp85,DJF,1,2.46456313133,2074
R20mm,1,3,rcp85,DJF,1,2.35863852501,2075
R20mm,1,3,rcp85,DJF,1,3.05163693428,2076
R20mm,1,3,rcp85,DJF,1,1.55792045593,2077
R20mm,1,3,rcp85,DJF,1,1.63063144684,2079
R20mm,1,3,rcp85,DJF,1,0.769769668579,2080
R20mm,1,3,rcp85,DJF,1,0.193468093872,2081
R20mm,1,3,rcp85,DJF,1,2.44301915169,2082
R20mm,1,3,rcp85,DJF,1,0.828118085861,2083
R20mm,1,3,rcp85,DJF,1,0.649482488632,2084
R20mm,1,3,rcp85,DJF,1,2.74373745918,2085
R20mm,1,3,rcp85,DJF,1,0.377489566803,2086
R20mm,1,3,rcp85,DJF,1,0.0974178314209,2087
R20mm,1,3,rcp85,DJF,1,0.718602657318,2088
R20mm,1,3,rcp85,DJF,1,1.95558667183,2090
R20mm,1,3,rcp85,DJF,1,2.64678931236,2091
R20mm,1,3,rcp85,DJF,1,0.955586671829,2092
R20mm,1,3,rcp85,DJF,1,2.60998511314,2093
R20mm,1,3,rcp85,DJF,1,0.901726484299,2094
R20mm,1,3,rcp85,DJF,1,1.66923117638,2095
R20mm,1,3,rcp85,DJF,1,2.79490447044,2096
R20mm,1,3,rcp85,DJF,1,2.04804635048,2097
R20mm,1,3,rcp85,DJF,1,1.03727412224,2098
R20mm,1,3,rcp85,DJF,1,4.92416834831,2099
R20mm,1,3,rcp85,DJF,1,1.44391679764,2100
R20mm,1,3,rcp85,DJF,2,0.475757837296,1977
R20mm,1,3,rcp85,DJF,2,0.172346830368,1979
R20mm,1,3,rcp85,DJF,2,0.337517261505,1980
R20mm,1,3,rcp85,DJF,2,0.695686101913,1983
R20mm,1,3,rcp85,DJF,2,2.57809185982,1984
R20mm,1,3,rcp85,DJF,2,0.0466735363007,1986
R20mm,1,3,rcp85,DJF,2,1.50448298454,1988
R20mm,1,3,rcp85,DJF,2,0.724411487579,1989
R20mm,1,3,rcp85,DJF,2,0.256727457047,1991
R20mm,1,3,rcp85,DJF,2,1.71453690529,1995
R20mm,1,3,rcp85,DJF,2,0.250443696976,1996
R20mm,1,3,rcp85,DJF,2,1.84110808372,1998
R20mm,1,3,rcp85,DJF,2,2.06731963158,2001
R20mm,1,3,rcp85,DJF,2,0.434465169907,2002
R20mm,1,3,rcp85,DJF,2,0.104124069214,2003
R20mm,1,3,rcp85,DJF,2,1.01256227493,2004
R20mm,1,3,rcp85,DJF,2,0.936260700226,2007
R20mm,1,3,rcp85,DJF,2,1.39945626259,2008
R20mm,1,3,rcp85,DJF,2,0.432669878006,2011
R20mm,1,3,rcp85,DJF,2,1.74595522881,2014
R20mm,1,3,rcp85,DJF,2,0.745057821274,2015
R20mm,1,3,rcp85,DJF,2,1.47306513786,2016
R20mm,1,3,rcp85,DJF,2,1.9218981266,2019
R20mm,1,3,rcp85,DJF,2,0.892274856567,2021
R20mm,1,3,rcp85,DJF,2,0.294429302216,2022
R20mm,1,3,rcp85,DJF,2,0.596942901611,2025
R20mm,1,3,rcp85,DJF,2,0.162472486496,2026
R20mm,1,3,rcp85,DJF,2,2.21274161339,2027
R20mm,1,3,rcp85,DJF,2,0.684016466141,2031
R20mm,1,3,rcp85,DJF,2,0.438055992126,2033
R20mm,1,3,rcp85,DJF,2,0.843801021576,2034
R20mm,1,3,rcp85,DJF,2,0.468576669693,2035
R20mm,1,3,rcp85,DJF,2,1.18132352829,2039
R20mm,1,3,rcp85,DJF,2,2.88958191872,2043
R20mm,1,3,rcp85,DJF,2,0.0206410884857,2044
R20mm,1,3,rcp85,DJF,2,1.13644003868,2046
R20mm,1,3,rcp85,DJF,2,0.464985847473,2048
R20mm,1,3,rcp85,DJF,2,0.0816824436188,2049
R20mm,1,3,rcp85,DJF,2,0.313280344009,2050
R20mm,1,3,rcp85,DJF,2,0.729797363281,2051
R20mm,1,3,rcp85,DJF,2,1.22889971733,2052
R20mm,1,3,rcp85,DJF,2,2.50089240074,2055
R20mm,1,3,rcp85,DJF,2,3.20735573769,2056
R20mm,1,3,rcp85,DJF,2,0.213639497757,2057
R20mm,1,3,rcp85,DJF,2,0.789043426514,2060
R20mm,1,3,rcp85,DJF,2,0.719025373459,2061
R20mm,1,3,rcp85,DJF,2,1.86085677147,2062
R20mm,1,3,rcp85,DJF,2,1.361754179,2063
R20mm,1,3,rcp85,DJF,2,1.26390862465,2064
R20mm,1,3,rcp85,DJF,2,1.48832535744,2065
R20mm,1,3,rcp85,DJF,2,1.17414212227,2068
R20mm,1,3,rcp85,DJF,2,1.52872014046,2069
R20mm,1,3,rcp85,DJF,2,1.93715834618,2070
R20mm,1,3,rcp85,DJF,2,1.80699658394,2074
R20mm,1,3,rcp85,DJF,2,1.70107197762,2075
R20mm,1,3,rcp85,DJF,2,2.39407038689,2076
R20mm,1,3,rcp85,DJF,2,0.900353908539,2077
R20mm,1,3,rcp85,DJF,2,0.973064899445,2079
R20mm,1,3,rcp85,DJF,2,0.112203121185,2080
R20mm,1,3,rcp85,DJF,2,1.78545260429,2082
R20mm,1,3,rcp85,DJF,2,0.170551538467,2083
R20mm,1,3,rcp85,DJF,2,2.08617091179,2085
R20mm,1,3,rcp85,DJF,2,0.0610361099243,2088
R20mm,1,3,rcp85,DJF,2,1.29802012444,2090
R20mm,1,3,rcp85,DJF,2,1.98922276497,2091
R20mm,1,3,rcp85,DJF,2,0.298020124435,2092
R20mm,1,3,rcp85,DJF,2,1.95241856575,2093
R20mm,1,3,rcp85,DJF,2,0.244159936905,2094
R20mm,1,3,rcp85,DJF,2,1.01166462898,2095
R20mm,1,3,rcp85,DJF,2,2.13733792305,2096
R20mm,1,3,rcp85,DJF,2,1.39047980309,2097
R20mm,1,3,rcp85,DJF,2,0.379707574844,2098
R20mm,1,3,rcp85,DJF,2,4.26660180092,2099
R20mm,1,3,rcp85,DJF,2,0.786350250244,2100
R20mm,OBS Safran,1,rcp85,DJF,1,1.43117707968,1990
R20mm,OBS Safran,1,rcp85,DJF,1,0.415656030178,1994
R20mm,OBS Safran,1,rcp85,DJF,1,0.996587455273,1995
R20mm,OBS Safran,1,rcp85,DJF,1,0.692818105221,2000
R20mm,OBS Safran,1,rcp85,DJF,1,0.148472011089,2002
R20mm,OBS Safran,1,rcp85,DJF,2,0.498220801353,1990
R20mm,OBS Safran,1,rcp85,DJF,2,0.0636311769485,1995
R20mm,1,1,rcp85,DJF,1,1.07751864195,1984
R20mm,1,1,rcp85,DJF,1,0.789270341396,1996
R20mm,1,1,rcp85,DJF,1,0.307008683681,1998
R20mm,1,1,rcp85,DJF,1,0.68838351965,2001
R20mm,1,1,rcp85,DJF,1,0.044259250164,2003
R20mm,1,1,rcp85,DJF,1,0.0996915698051,2014
